BIP39 dice table -- throw 5d6, read left to right    page 1 of 45
1632 of 7776 throws say (reroll)  this page: 1-1-1-1-1 .. 1-1-5-5-6

1-1-1-1-1  abandon     1-1-2-4-5  also        1-1-4-2-3  attend
4-6-3-4-3  joy         4-6-5-2-1  lemon       4-6-6-5-5  mandate
4-6-3-4-4  judge       4-6-5-2-2  lend        4-6-6-5-6  mango
4-6-3-4-5  juice       4-6-5-2-3  length      4-6-6-6-1  mansion
4-6-3-4-6  jump        4-6-5-2-4  lens        4-6-6-6-2  manual
4-6-3-5-1  jungle      4-6-5-2-5  leopard     4-6-6-6-3  maple
4-6-3-5-2  junior      4-6-5-2-6  lesson      4-6-6-6-4  marble
4-6-3-5-3  junk        4-6-5-3-1  letter      4-6-6-6-5  march
4-6-3-5-4  just        4-6-5-3-2  level       4-6-6-6-6  margin
4-6-3-5-5  kangaroo    4-6-5-3-3  liar        5-1-1-1-1  marine
4-6-3-5-6  keen        4-6-5-3-4  liberty     5-1-1-1-2  market
4-6-3-6-1  keep        4-6-5-3-5  library     5-1-1-1-3  marriage
4-6-3-6-2  ketchup     4-6-5-3-6  license     5-1-1-1-4  mask
4-6-3-6-3  key         4-6-5-4-1  life        5-1-1-1-5  mass
4-6-3-6-4  kick        4-6-5-4-2  lift        5-1-1-1-6  master
4-6-3-6-5  kid         4-6-5-4-3  light       5-1-1-2-1  match
4-6-3-6-6  kidney      4-6-5-4-4  like        5-1-1-2-2  material
4-6-4-1-1  kind        4-6-5-4-5  limb        5-1-1-2-3  math
4-6-4-1-2  kingdom     4-6-5-4-6  limit       5-1-1-2-4  matrix
4-6-4-1-3  kiss        4-6-5-5-1  link        5-1-1-2-5  matter
4-6-4-1-4  kit         4-6-5-5-2  lion        5-1-1-2-6  maximum
4-6-4-1-5  kitchen     4-6-5-5-3  liquid      5-1-1-3-1  maze
4-6-4-1-6  kite        4-6-5-5-4  list        5-1-1-3-2  meadow
4-6-4-2-1  kitten      4-6-5-5-5  little      5-1-1-3-3  mean
4-6-4-2-2  kiwi        4-6-5-5-6  live        5-1-1-3-4  measure
4-6-4-2-3  knee        4-6-5-6-1  lizard      5-1-1-3-5  meat
4-6-4-2-4  knife       4-6-5-6-2  load        5-1-1-3-6  mechanic
4-6-4-2-5  knock       4-6-5-6-3  loan        5-1-1-4-1  medal
4-6-4-2-6  know        4-6-5-6-4  lobster     5-1-1-4-2  media
4-6-4-3-1  lab         4-6-5-6-5  local       5-1-1-4-3  melody
4-6-4-3-2  label       4-6-5-6-6  lock        5-1-1-4-4  melt
4-6-4-3-3  labor       4-6-6-1-1  logic       5-1-1-4-5  member
4-6-4-3-4  ladder      4-6-6-1-2  lonely      5-1-1-4-6  memory
4-6-4-3-5  lady        4-6-6-1-3  long        5-1-1-5-1  mention
4-6-4-3-6  lake        4-6-6-1-4  loop        5-1-1-5-2  menu
4-6-4-4-1  lamp        4-6-6-1-5  lottery     5-1-1-5-3  mercy
4-6-4-4-2  language    4-6-6-1-6  loud        5-1-1-5-4  merge
4-6-4-4-3  laptop      4-6-6-2-1  lounge      5-1-1-5-5  merit
4-6-4-4-4  large       4-6-6-2-2  love        5-1-1-5-6  merry
4-6-4-4-5  later       4-6-6-2-3  loyal       5-1-1-6-1  mesh
4-6-4-4-6  latin       4-6-6-2-4  lucky       5-1-1-6-2  message
4-6-4-5-1  laugh       4-6-6-2-5  luggage     5-1-1-6-3  metal
4-6-4-5-2  laundry     4-6-6-2-6  lumber      5-1-1-6-4  method
4-6-4-5-3  lava        4-6-6-3-1  lunar       5-1-1-6-5  middle
4-6-4-5-4  law         4-6-6-3-2  lunch       5-1-1-6-6  midnight

BIP39 dice table -- throw 5d6, read left to right   page 31 of 45
1632 of 7776 throws say (reroll)  this page: 5-1-2-1-1 .. 5-1-6-5-6

5-1-2-1-1  milk        5-1-3-4-5  need        5-1-5-2-3  only
5-1-2-1-2  million     5-1-3-4-6  negative    5-1-5-2-4  open
5-1-2-1-3  mimic       5-1-3-5-1  neglect     5-1-5-2-5  opera
5-1-2-1-4  mind        5-1-3-5-2  neither     5-1-5-2-6  opinion
5-1-2-1-5  minimum     5-1-3-5-3  nephew      5-1-5-3-1  oppose
5-1-2-1-6  minor       5-1-3-5-4  nerve       5-1-5-3-2  option
5-1-2-2-1  minute      5-1-3-5-5  nest        5-1-5-3-3  orange
5-1-2-2-2  miracle     5-1-3-5-6  net         5-1-5-3-4  orbit
5-1-2-2-3  mirror      5-1-3-6-1  network     5-1-5-3-5  orchard
5-1-2-2-4  misery      5-1-3-6-2  neutral     5-1-5-3-6  order
5-1-2-2-5  miss        5-1-3-6-3  never       5-1-5-4-1  ordinary
5-1-2-2-6  mistake     5-1-3-6-4  news        5-1-5-4-2  organ
5-1-2-3-1  mix         5-1-3-6-5  next        5-1-5-4-3  orient
5-1-2-3-2  mixed       5-1-3-6-6  nice        5-1-5-4-4  original
5-1-2-3-3  mixture     5-1-4-1-1  night       5-1-5-4-5  orphan
5-1-2-3-4  mobile      5-1-4-1-2  noble       5-1-5-4-6  ostrich
5-1-2-3-5  model       5-1-4-1-3  noise       5-1-5-5-1  other
5-1-2-3-6  modify      5-1-4-1-4  nominee     5-1-5-5-2  outdoor
5-1-2-4-1  mom         5-1-4-1-5  noodle      5-1-5-5-3  outer
5-1-2-4-2  moment      5-1-4-1-6  normal      5-1-5-5-4  output
5-1-2-4-3  monitor     5-1-4-2-1  north       5-1-5-5-5  outside
5-1-2-4-4  monkey      5-1-4-2-2  nose        5-1-5-5-6  oval
5-1-2-4-5  monster     5-1-4-2-3  notable     5-1-5-6-1  oven
5-1-2-4-6  month       5-1-4-2-4  note        5-1-5-6-2  over
5-1-2-5-1  moon        5-1-4-2-5  nothing     5-1-5-6-3  own
5-1-2-5-2  moral       5-1-4-2-6  notice      5-1-5-6-4  owner
5-1-2-5-3  more        5-1-4-3-1  novel       5-1-5-6-5  oxygen
5-1-2-5-4  morning     5-1-4-3-2  now         5-1-5-6-6  oyster
5-1-2-5-5  mosquito    5-1-4-3-3  nuclear     5-1-6-1-1  ozone
5-1-2-5-6  mother      5-1-4-3-4  number      5-1-6-1-2  pact
5-1-2-6-1  motion      5-1-4-3-5  nurse       5-1-6-1-3  paddle
5-1-2-6-2  motor       5-1-4-3-6  nut         5-1-6-1-4  page
5-1-2-6-3  mountain    5-1-4-4-1  oak         5-1-6-1-5  pair
5-1-2-6-4  mouse       5-1-4-4-2  obey        5-1-6-1-6  palace
5-1-2-6-5  move        5-1-4-4-3  object      5-1-6-2-1  palm
5-1-2-6-6  movie       5-1-4-4-4  oblige      5-1-6-2-2  panda
5-1-3-1-1  much        5-1-4-4-5  obscure     5-1-6-2-3  panel
5-1-3-1-2  muffin      5-1-4-4-6  observe     5-1-6-2-4  panic
5-1-3-1-3  mule        5-1-4-5-1  obtain      5-1-6-2-5  panther
5-1-3-1-4  multiply    5-1-4-5-2  obvious     5-1-6-2-6  paper
5-1-3-1-5  muscle      5-1-4-5-3  occur       5-1-6-3-1  parade
5-1-3-1-6  museum      5-1-4-5-4  ocean       5-1-6-3-2  parent
5-1-3-2-1  mushroom    5-1-4-5-5  october     5-1-6-3-3  park
5-1-3-2-2  music       5-1-4-5-6  odor        5-1-6-3-4  parrot
5-1-3-2-3  must        5-1-4-6-1  off         5-1-6-3-5  party
5-1-3-2-4  mutual      5-1-4-6-2  offer       5-1-6-3-6  pass
5-1-3-2-5  myself      5-1-4-6-3  office      5-1-6-4-1  patch
5-1-3-2-6  mystery     5-1-4-6-4  often       5-1-6-4-2  path
5-1-3-3-1  myth        5-1-4-6-5  oil         5-1-6-4-3  patient
5-1-3-3-2  naive       5-1-4-6-6  okay        5-1-6-4-4  patrol
5-1-3-3-3  name        5-1-5-1-1  old         5-1-6-4-5  pattern
5-1-3-3-4  napkin      5-1-5-1-2  olive       5-1-6-4-6  pause
5-1-3-3-5  narrow      5-1-5-1-3  olympic     5-1-6-5-1  pave
5-1-3-3-6  nasty       5-1-5-1-4  omit        5-1-6-5-2  payment
5-1-3-4-1  nation      5-1-5-1-5  once        5-1-6-5-3  peace
5-1-3-4-2  nature      5-1-5-1-6  one         5-1-6-5-4  peanut
5-1-3-4-3  near        5-1-5-2-1  onion       5-1-6-5-5  pear
5-1-3-4-4  neck        5-1-5-2-2  online      5-1-6-5-6  peasant

BIP39 dice table -- throw 5d6, read left to right   page 32 of 45
1632 of 7776 throws say (reroll)  this page: 5-1-6-6-1 .. 5-2-5-4-6

5-1-6-6-1  pelican     5-2-2-3-5  praise      5-2-4-1-3  radio
5-1-6-6-2  pen         5-2-2-3-6  predict     5-2-4-1-4  rail
5-1-6-6-3  penalty     5-2-2-4-1  prefer      5-2-4-1-5  rain
5-1-6-6-4  pencil      5-2-2-4-2  prepare     5-2-4-1-6  raise
5-1-6-6-5  people      5-2-2-4-3  present     5-2-4-2-1  rally
5-1-6-6-6  pepper      5-2-2-4-4  pretty      5-2-4-2-2  ramp
5-2-1-1-1  perfect     5-2-2-4-5  prevent     5-2-4-2-3  ranch
5-2-1-1-2  permit      5-2-2-4-6  price       5-2-4-2-4  random
5-2-1-1-3  person      5-2-2-5-1  pride       5-2-4-2-5  range
5-2-1-1-4  pet         5-2-2-5-2  primary     5-2-4-2-6  rapid
5-2-1-1-5  phone       5-2-2-5-3  print       5-2-4-3-1  rare
5-2-1-1-6  photo       5-2-2-5-4  priority    5-2-4-3-2  rate
5-2-1-2-1  phrase      5-2-2-5-5  prison      5-2-4-3-3  rather
5-2-1-2-2  physical    5-2-2-5-6  private     5-2-4-3-4  raven
5-2-1-2-3  piano       5-2-2-6-1  prize       5-2-4-3-5  raw
5-2-1-2-4  picnic      5-2-2-6-2  problem     5-2-4-3-6  razor
5-2-1-2-5  picture     5-2-2-6-3  process     5-2-4-4-1  ready
5-2-1-2-6  piece       5-2-2-6-4  produce     5-2-4-4-2  real
5-2-1-3-1  pig         5-2-2-6-5  profit      5-2-4-4-3  reason
5-2-1-3-2  pigeon      5-2-2-6-6  program     5-2-4-4-4  rebel
5-2-1-3-3  pill        5-2-3-1-1  project     5-2-4-4-5  rebuild
5-2-1-3-4  pilot       5-2-3-1-2  promote     5-2-4-4-6  recall
5-2-1-3-5  pink        5-2-3-1-3  proof       5-2-4-5-1  receive
5-2-1-3-6  pioneer     5-2-3-1-4  property    5-2-4-5-2  recipe
5-2-1-4-1  pipe        5-2-3-1-5  prosper     5-2-4-5-3  record
5-2-1-4-2  pistol      5-2-3-1-6  protect     5-2-4-5-4  recycle
5-2-1-4-3  pitch       5-2-3-2-1  proud       5-2-4-5-5  reduce
5-2-1-4-4  pizza       5-2-3-2-2  provide     5-2-4-5-6  reflect
5-2-1-4-5  place       5-2-3-2-3  public      5-2-4-6-1  reform
5-2-1-4-6  planet      5-2-3-2-4  pudding     5-2-4-6-2  refuse
5-2-1-5-1  plastic     5-2-3-2-5  pull        5-2-4-6-3  region
5-2-1-5-2  plate       5-2-3-2-6  pulp        5-2-4-6-4  regret
5-2-1-5-3  play        5-2-3-3-1  pulse       5-2-4-6-5  regular
5-2-1-5-4  please      5-2-3-3-2  pumpkin     5-2-4-6-6  reject
5-2-1-5-5  pledge      5-2-3-3-3  punch       5-2-5-1-1  relax
5-2-1-5-6  pluck       5-2-3-3-4  pupil       5-2-5-1-2  release
5-2-1-6-1  plug        5-2-3-3-5  puppy       5-2-5-1-3  relief
5-2-1-6-2  plunge      5-2-3-3-6  purchase    5-2-5-1-4  rely
5-2-1-6-3  poem        5-2-3-4-1  purity      5-2-5-1-5  remain
5-2-1-6-4  poet        5-2-3-4-2  purpose     5-2-5-1-6  remember
5-2-1-6-5  point       5-2-3-4-3  purse       5-2-5-2-1  remind
5-2-1-6-6  polar       5-2-3-4-4  push        5-2-5-2-2  remove
5-2-2-1-1  pole        5-2-3-4-5  put         5-2-5-2-3  render
5-2-2-1-2  police      5-2-3-4-6  puzzle      5-2-5-2-4  renew
5-2-2-1-3  pond        5-2-3-5-1  pyramid     5-2-5-2-5  rent
5-2-2-1-4  pony        5-2-3-5-2  quality     5-2-5-2-6  reopen
5-2-2-1-5  pool        5-2-3-5-3  quantum     5-2-5-3-1  repair
5-2-2-1-6  popular     5-2-3-5-4  quarter     5-2-5-3-2  repeat
5-2-2-2-1  portion     5-2-3-5-5  question    5-2-5-3-3  replace
5-2-2-2-2  position    5-2-3-5-6  quick       5-2-5-3-4  report
5-2-2-2-3  possible    5-2-3-6-1  quit        5-2-5-3-5  require
5-2-2-2-4  post        5-2-3-6-2  quiz        5-2-5-3-6  rescue
5-2-2-2-5  potato      5-2-3-6-3  quote       5-2-5-4-1  resemble
5-2-2-2-6  pottery     5-2-3-6-4  rabbit      5-2-5-4-2  resist
5-2-2-3-1  poverty     5-2-3-6-5  raccoon     5-2-5-4-3  resource
5-2-2-3-2  powder      5-2-3-6-6  race        5-2-5-4-4  response
5-2-2-3-3  power       5-2-4-1-1  rack        5-2-5-4-5  result
5-2-2-3-4  practice    5-2-4-1-2  radar       5-2-5-4-6  retire

BIP39 dice table -- throw 5d6, read left to right   page 33 of 45
1632 of 7776 throws say (reroll)  this page: 5-2-5-5-1 .. 5-3-4-3-6

5-2-5-5-1  retreat     5-3-1-2-5  satisfy     5-3-2-6-3  shoot
5-2-5-5-2  return      5-3-1-2-6  satoshi     5-3-2-6-4  shop
5-2-5-5-3  reunion     5-3-1-3-1  sauce       5-3-2-6-5  short
5-2-5-5-4  reveal      5-3-1-3-2  sausage     5-3-2-6-6  shoulder
5-2-5-5-5  review      5-3-1-3-3  save        5-3-3-1-1  shove
5-2-5-5-6  reward      5-3-1-3-4  say         5-3-3-1-2  shrimp
5-2-5-6-1  rhythm      5-3-1-3-5  scale       5-3-3-1-3  shrug
5-2-5-6-2  rib         5-3-1-3-6  scan        5-3-3-1-4  shuffle
5-2-5-6-3  ribbon      5-3-1-4-1  scare       5-3-3-1-5  shy
5-2-5-6-4  rice        5-3-1-4-2  scatter     5-3-3-1-6  sibling
5-2-5-6-5  rich        5-3-1-4-3  scene       5-3-3-2-1  sick
5-2-5-6-6  ride        5-3-1-4-4  scheme      5-3-3-2-2  side
5-2-6-1-1  ridge       5-3-1-4-5  school      5-3-3-2-3  siege
5-2-6-1-2  rifle       5-3-1-4-6  science     5-3-3-2-4  sight
5-2-6-1-3  right       5-3-1-5-1  scissors    5-3-3-2-5  sign
5-2-6-1-4  rigid       5-3-1-5-2  scorpion    5-3-3-2-6  silent
5-2-6-1-5  ring        5-3-1-5-3  scout       5-3-3-3-1  silk
5-2-6-1-6  riot        5-3-1-5-4  scrap       5-3-3-3-2  silly
5-2-6-2-1  ripple      5-3-1-5-5  screen      5-3-3-3-3  silver
5-2-6-2-2  risk        5-3-1-5-6  script      5-3-3-3-4  similar
5-2-6-2-3  ritual      5-3-1-6-1  scrub       5-3-3-3-5  simple
5-2-6-2-4  rival       5-3-1-6-2  sea         5-3-3-3-6  since
5-2-6-2-5  river       5-3-1-6-3  search      5-3-3-4-1  sing
5-2-6-2-6  road        5-3-1-6-4  season      5-3-3-4-2  siren
5-2-6-3-1  roast       5-3-1-6-5  seat        5-3-3-4-3  sister
5-2-6-3-2  robot       5-3-1-6-6  second      5-3-3-4-4  situate
5-2-6-3-3  robust      5-3-2-1-1  secret      5-3-3-4-5  six
5-2-6-3-4  rocket      5-3-2-1-2  section     5-3-3-4-6  size
5-2-6-3-5  romance     5-3-2-1-3  security    5-3-3-5-1  skate
5-2-6-3-6  roof        5-3-2-1-4  seed        5-3-3-5-2  sketch
5-2-6-4-1  rookie      5-3-2-1-5  seek        5-3-3-5-3  ski
5-2-6-4-2  room        5-3-2-1-6  segment     5-3-3-5-4  skill
5-2-6-4-3  rose        5-3-2-2-1  select      5-3-3-5-5  skin
5-2-6-4-4  rotate      5-3-2-2-2  sell        5-3-3-5-6  skirt
5-2-6-4-5  rough       5-3-2-2-3  seminar     5-3-3-6-1  skull
5-2-6-4-6  round       5-3-2-2-4  senior      5-3-3-6-2  slab
5-2-6-5-1  route       5-3-2-2-5  sense       5-3-3-6-3  slam
5-2-6-5-2  royal       5-3-2-2-6  sentence    5-3-3-6-4  sleep
5-2-6-5-3  rubber      5-3-2-3-1  series      5-3-3-6-5  slender
5-2-6-5-4  rude        5-3-2-3-2  service     5-3-3-6-6  slice
5-2-6-5-5  rug         5-3-2-3-3  session     5-3-4-1-1  slide
5-2-6-5-6  rule        5-3-2-3-4  settle      5-3-4-1-2  slight
5-2-6-6-1  run         5-3-2-3-5  setup       5-3-4-1-3  slim
5-2-6-6-2  runway      5-3-2-3-6  seven       5-3-4-1-4  slogan
5-2-6-6-3  rural       5-3-2-4-1  shadow      5-3-4-1-5  slot
5-2-6-6-4  sad         5-3-2-4-2  shaft       5-3-4-1-6  slow
5-2-6-6-5  saddle      5-3-2-4-3  shallow     5-3-4-2-1  slush
5-2-6-6-6  sadness     5-3-2-4-4  share       5-3-4-2-2  small
5-3-1-1-1  safe        5-3-2-4-5  shed        5-3-4-2-3  smart
5-3-1-1-2  sail        5-3-2-4-6  shell       5-3-4-2-4  smile
5-3-1-1-3  salad       5-3-2-5-1  sheriff     5-3-4-2-5  smoke
5-3-1-1-4  salmon      5-3-2-5-2  shield      5-3-4-2-6  smooth
5-3-1-1-5  salon       5-3-2-5-3  shift       5-3-4-3-1  snack
5-3-1-1-6  salt        5-3-2-5-4  shine       5-3-4-3-2  snake
5-3-1-2-1  salute      5-3-2-5-5  ship        5-3-4-3-3  snap
5-3-1-2-2  same        5-3-2-5-6  shiver      5-3-4-3-4  sniff
5-3-1-2-3  sample      5-3-2-6-1  shock       5-3-4-3-5  snow
5-3-1-2-4  sand        5-3-2-6-2  shoe        5-3-4-3-6  soap

BIP39 dice table -- throw 5d6, read left to right   page 34 of 45
1632 of 7776 throws say (reroll)  this page: 5-3-4-4-1 .. 5-4-3-2-6

5-3-4-4-1  soccer      5-3-6-1-5  steak       5-4-1-5-3  sword
5-3-4-4-2  social      5-3-6-1-6  steel       5-4-1-5-4  symbol
5-3-4-4-3  sock        5-3-6-2-1  stem        5-4-1-5-5  symptom
5-3-4-4-4  soda        5-3-6-2-2  step        5-4-1-5-6  syrup
5-3-4-4-5  soft        5-3-6-2-3  stereo      5-4-1-6-1  system
5-3-4-4-6  solar       5-3-6-2-4  stick       5-4-1-6-2  table
5-3-4-5-1  soldier     5-3-6-2-5  still       5-4-1-6-3  tackle
5-3-4-5-2  solid       5-3-6-2-6  sting       5-4-1-6-4  tag
5-3-4-5-3  solution    5-3-6-3-1  stock       5-4-1-6-5  tail
5-3-4-5-4  solve       5-3-6-3-2  stomach     5-4-1-6-6  talent
5-3-4-5-5  someone     5-3-6-3-3  stone       5-4-2-1-1  talk
5-3-4-5-6  song        5-3-6-3-4  stool       5-4-2-1-2  tank
5-3-4-6-1  soon        5-3-6-3-5  story       5-4-2-1-3  tape
5-3-4-6-2  sorry       5-3-6-3-6  stove       5-4-2-1-4  target
5-3-4-6-3  sort        5-3-6-4-1  strategy    5-4-2-1-5  task
5-3-4-6-4  soul        5-3-6-4-2  street      5-4-2-1-6  taste
5-3-4-6-5  sound       5-3-6-4-3  strike      5-4-2-2-1  tattoo
5-3-4-6-6  soup        5-3-6-4-4  strong      5-4-2-2-2  taxi
5-3-5-1-1  source      5-3-6-4-5  struggle    5-4-2-2-3  teach
5-3-5-1-2  south       5-3-6-4-6  student     5-4-2-2-4  team
5-3-5-1-3  space       5-3-6-5-1  stuff       5-4-2-2-5  tell
5-3-5-1-4  spare       5-3-6-5-2  stumble     5-4-2-2-6  ten
5-3-5-1-5  spatial     5-3-6-5-3  style       5-4-2-3-1  tenant
5-3-5-1-6  spawn       5-3-6-5-4  subject     5-4-2-3-2  tennis
5-3-5-2-1  speak       5-3-6-5-5  submit      5-4-2-3-3  tent
5-3-5-2-2  special     5-3-6-5-6  subway      5-4-2-3-4  term
5-3-5-2-3  speed       5-3-6-6-1  success     5-4-2-3-5  test
5-3-5-2-4  spell       5-3-6-6-2  such        5-4-2-3-6  text
5-3-5-2-5  spend       5-3-6-6-3  sudden      5-4-2-4-1  thank
5-3-5-2-6  sphere      5-3-6-6-4  suffer      5-4-2-4-2  that
5-3-5-3-1  spice       5-3-6-6-5  sugar       5-4-2-4-3  theme
5-3-5-3-2  spider      5-3-6-6-6  suggest     5-4-2-4-4  then
5-3-5-3-3  spike       5-4-1-1-1  suit        5-4-2-4-5  theory
5-3-5-3-4  spin        5-4-1-1-2  summer      5-4-2-4-6  there
5-3-5-3-5  spirit      5-4-1-1-3  sun         5-4-2-5-1  they
5-3-5-3-6  split       5-4-1-1-4  sunny       5-4-2-5-2  thing
5-3-5-4-1  spoil       5-4-1-1-5  sunset      5-4-2-5-3  this
5-3-5-4-2  sponsor     5-4-1-1-6  super       5-4-2-5-4  thought
5-3-5-4-3  spoon       5-4-1-2-1  supply      5-4-2-5-5  three
5-3-5-4-4  sport       5-4-1-2-2  supreme     5-4-2-5-6  thrive
5-3-5-4-5  spot        5-4-1-2-3  sure        5-4-2-6-1  throw
5-3-5-4-6  spray       5-4-1-2-4  surface     5-4-2-6-2  thumb
5-3-5-5-1  spread      5-4-1-2-5  surge       5-4-2-6-3  thunder
5-3-5-5-2  spring      5-4-1-2-6  surprise    5-4-2-6-4  ticket
5-3-5-5-3  spy         5-4-1-3-1  surround    5-4-2-6-5  tide
5-3-5-5-4  square      5-4-1-3-2  survey      5-4-2-6-6  tiger
5-3-5-5-5  squeeze     5-4-1-3-3  suspect     5-4-3-1-1  tilt
5-3-5-5-6  squirrel    5-4-1-3-4  sustain     5-4-3-1-2  timber
5-3-5-6-1  stable      5-4-1-3-5  swallow     5-4-3-1-3  time
5-3-5-6-2  stadium     5-4-1-3-6  swamp       5-4-3-1-4  tiny
5-3-5-6-3  staff       5-4-1-4-1  swap        5-4-3-1-5  tip
5-3-5-6-4  stage       5-4-1-4-2  swarm       5-4-3-1-6  tired
5-3-5-6-5  stairs      5-4-1-4-3  swear       5-4-3-2-1  tissue
5-3-5-6-6  stamp       5-4-1-4-4  sweet       5-4-3-2-2  title
5-3-6-1-1  stand       5-4-1-4-5  swift       5-4-3-2-3  toast
5-3-6-1-2  start       5-4-1-4-6  swim        5-4-3-2-4  tobacco
5-3-6-1-3  state       5-4-1-5-1  swing       5-4-3-2-5  today
5-3-6-1-4  stay        5-4-1-5-2  switch      5-4-3-2-6  toddler

BIP39 dice table -- throw 5d6, read left to right   page 35 of 45
1632 of 7776 throws say (reroll)  this page: 5-4-3-3-1 .. 5-5-2-1-6

5-4-3-3-1  toe         5-4-4-6-5  turn        5-4-6-4-3  velvet
5-4-3-3-2  together    5-4-4-6-6  turtle      5-4-6-4-4  vendor
5-4-3-3-3  toilet      5-4-5-1-1  twelve      5-4-6-4-5  venture
5-4-3-3-4  token       5-4-5-1-2  twenty      5-4-6-4-6  venue
5-4-3-3-5  tomato      5-4-5-1-3  twice       5-4-6-5-1  verb
5-4-3-3-6  tomorrow    5-4-5-1-4  twin        5-4-6-5-2  verify
5-4-3-4-1  tone        5-4-5-1-5  twist       5-4-6-5-3  version
5-4-3-4-2  tongue      5-4-5-1-6  two         5-4-6-5-4  very
5-4-3-4-3  tonight     5-4-5-2-1  type        5-4-6-5-5  vessel
5-4-3-4-4  tool        5-4-5-2-2  typical     5-4-6-5-6  veteran
5-4-3-4-5  tooth       5-4-5-2-3  ugly        5-4-6-6-1  viable
5-4-3-4-6  top         5-4-5-2-4  umbrella    5-4-6-6-2  vibrant
5-4-3-5-1  topic       5-4-5-2-5  unable      5-4-6-6-3  vicious
5-4-3-5-2  topple      5-4-5-2-6  unaware     5-4-6-6-4  victory
5-4-3-5-3  torch       5-4-5-3-1  uncle       5-4-6-6-5  video
5-4-3-5-4  tornado     5-4-5-3-2  uncover     5-4-6-6-6  view
5-4-3-5-5  tortoise    5-4-5-3-3  under       5-5-1-1-1  village
5-4-3-5-6  toss        5-4-5-3-4  undo        5-5-1-1-2  vintage
5-4-3-6-1  total       5-4-5-3-5  unfair      5-5-1-1-3  violin
5-4-3-6-2  tourist     5-4-5-3-6  unfold      5-5-1-1-4  virtual
5-4-3-6-3  toward      5-4-5-4-1  unhappy     5-5-1-1-5  virus
5-4-3-6-4  tower       5-4-5-4-2  uniform     5-5-1-1-6  visa
5-4-3-6-5  town        5-4-5-4-3  unique      5-5-1-2-1  visit
5-4-3-6-6  toy         5-4-5-4-4  unit        5-5-1-2-2  visual
5-4-4-1-1  track       5-4-5-4-5  universe    5-5-1-2-3  vital
5-4-4-1-2  trade       5-4-5-4-6  unknown     5-5-1-2-4  vivid
5-4-4-1-3  traffic     5-4-5-5-1  unlock      5-5-1-2-5  vocal
5-4-4-1-4  tragic      5-4-5-5-2  until       5-5-1-2-6  voice
5-4-4-1-5  train       5-4-5-5-3  unusual     5-5-1-3-1  void
5-4-4-1-6  transfer    5-4-5-5-4  unveil      5-5-1-3-2  volcano
5-4-4-2-1  trap        5-4-5-5-5  update      5-5-1-3-3  volume
5-4-4-2-2  trash       5-4-5-5-6  upgrade     5-5-1-3-4  vote
5-4-4-2-3  travel      5-4-5-6-1  uphold      5-5-1-3-5  voyage
5-4-4-2-4  tray        5-4-5-6-2  upon        5-5-1-3-6  wage
5-4-4-2-5  treat       5-4-5-6-3  upper       5-5-1-4-1  wagon
5-4-4-2-6  tree        5-4-5-6-4  upset       5-5-1-4-2  wait
5-4-4-3-1  trend       5-4-5-6-5  urban       5-5-1-4-3  walk
5-4-4-3-2  trial       5-4-5-6-6  urge        5-5-1-4-4  wall
5-4-4-3-3  tribe       5-4-6-1-1  usage       5-5-1-4-5  walnut
5-4-4-3-4  trick       5-4-6-1-2  use         5-5-1-4-6  want
5-4-4-3-5  trigger     5-4-6-1-3  used        5-5-1-5-1  warfare
5-4-4-3-6  trim        5-4-6-1-4  useful      5-5-1-5-2  warm
5-4-4-4-1  trip        5-4-6-1-5  useless     5-5-1-5-3  warrior
5-4-4-4-2  trophy      5-4-6-1-6  usual       5-5-1-5-4  wash
5-4-4-4-3  trouble     5-4-6-2-1  utility     5-5-1-5-5  wasp
5-4-4-4-4  truck       5-4-6-2-2  vacant      5-5-1-5-6  waste
5-4-4-4-5  true        5-4-6-2-3  vacuum      5-5-1-6-1  water
5-4-4-4-6  truly       5-4-6-2-4  vague       5-5-1-6-2  wave
5-4-4-5-1  trumpet     5-4-6-2-5  valid       5-5-1-6-3  way
5-4-4-5-2  trust       5-4-6-2-6  valley      5-5-1-6-4  wealth
5-4-4-5-3  truth       5-4-6-3-1  valve       5-5-1-6-5  weapon
5-4-4-5-4  try         5-4-6-3-2  van         5-5-1-6-6  wear
5-4-4-5-5  tube        5-4-6-3-3  vanish      5-5-2-1-1  weasel
5-4-4-5-6  tuition     5-4-6-3-4  vapor       5-5-2-1-2  weather
5-4-4-6-1  tumble      5-4-6-3-5  various     5-5-2-1-3  web
5-4-4-6-2  tuna        5-4-6-3-6  vast        5-5-2-1-4  wedding
5-4-4-6-3  tunnel      5-4-6-4-1  vault       5-5-2-1-5  weekend
5-4-4-6-4  turkey      5-4-6-4-2  vehicle     5-5-2-1-6  weird

BIP39 dice table -- throw 5d6, read left to right   page 36 of 45
1632 of 7776 throws say (reroll)  this page: 5-5-2-2-1 .. 5-5-6-6-6

5-5-2-2-1  welcome     5-5-3-5-5  (reroll)    5-5-5-3-3  (reroll)
5-5-2-2-2  west        5-5-3-5-6  (reroll)    5-5-5-3-4  (reroll)
5-5-2-2-3  wet         5-5-3-6-1  (reroll)    5-5-5-3-5  (reroll)
5-5-2-2-4  whale       5-5-3-6-2  (reroll)    5-5-5-3-6  (reroll)
5-5-2-2-5  what        5-5-3-6-3  (reroll)    5-5-5-4-1  (reroll)
